,Unnamed: 0,순위,마번,중복제거마명,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
96,7,8,4,,[부]글리터,한,수,3세,57,59,요아니스,김영관,유길상,4,505(-1),37.3,7,"계란형큰, 망사"
97,8,9,11,,원더풀플라이,한,수,3세,57,60,문세영,박대흥,♠정은섭,4,494(8),2,1.3,"계란형큰, 망사"
98,9,10,6,,[부]대지챔프,한,수,3세,57,52,송경윤,양귀선,♠한정협,42,565(2),119.9,25.4,"망사눈, Triabit"
99,10,11,1,,도끼블레이드,한,수,3세,57,47,김용근,박대흥,♠김형란,5,503(-10),20.4,5.5,"계란형큰, 망사"
100,0,1,10,,어린왕자,한,수,5세,53,38,임기원,심승태,♠정기환,,482(-1),9.8,3.2,
101,1,2,6,,원더풀이블,한,수,3세,56,45,다비드,서범석,♠지대섭,목,468(-8),2.4,1.2,"계란형큰, 망사눈"
102,2,3,7,,대변화,한,거,4세,53,37,방춘식,지용철,♠이수길,목,488(-2),4.3,1.8,"계란형큰, 망사눈"
103,3,4,9,,스피드영웅,한,거,4세,54,50,(-3)김덕현,박재우,선용호,4,535(1),5,1.9,"반가지큰, 망사눈"
104,4,5,1,,라온돌풍,한,거,4세,54,39,박을운,박종곤,♠라온건설,½,466(-7),5.2,1.5,망사눈
105,5,6,5,,햇빛나,한,수,7세,55,44,안효리,유재길,박정열,3,476(-3),78,9.3,
106,6,7,8,,사이먼리치,한,수,5세,52,37,(-1)김효정,배휴준,고영욱,2½,467(0),33.1,4.1,
107,7,8,3,,시스푸마위너,한,거,5세,53,36,하정훈,박천서,♠김종진,머리,500(-1),28.8,3,눈가면
108,8,9,2,,광야불기둥,한,암,5세,51,36,(-1)조한별,임봉춘,이종천,3,422(0),41.5,5.7,망사
109,9,,4,,제주의흑선,한,암,4세,52,40,마누엘,서범석,♠무라카미 켄세이,출전제외,485(-3),----,----,망사
110,0,1,8,,장산파워,한,수,5세,54,94,(-3)김덕현,박재우,♠김병진,,502(-13),3.4,1.6,망사눈
111,1,2,4,,영롱,한,수,6세,52,84,이철경,서인석,허훈,5,486(3),9.1,2.1,"계란형큰, 눈가면"
112,2,3,7,,청담제왕,미,수,4세,57,94,이현종,서인석,♠삼정,½,511(-8),11.4,2.4,"계란형큰, 망사눈"
113,3,4,9,,신규강자,한,거,7세,52.5,91,(-3)문성혁,이관호,서홍배,1¾,487(1),56.6,7.2,망사눈
114,4,5,2,,넌감동이야,한,거,5세,51,82,임기원,안병기,♠우태율,½,487(-2),9.3,2.4,망사눈
115,5,6,1,,장산제왕,한,거,7세,53.5,87,이아나,강환민,♠김병진,½,484(-2),10.9,3.3,"계란형큰, 망사눈"
116,6,7,3,,이광사석,한,수,7세,53,86,방춘식,이희영,♠태립,2,507(-1),53.2,5.5,"망사, 반가지큰"
117,7,8,6,,피케이파티,한,암,4세,*52,85,송재철,송문길,♠김태성,½,498(4),3.7,1.6,망사
118,8,9,5,,라온매직,한,거,5세,57,94,문세영,박종곤,♠라온산업개발(주),¾,496(5),3.9,1.8,망사눈
0,0,1,5,,킹즈스텝,호,수,3세,55,38,임기원,박재우,♠오종택,,476(-1),9.1,2,망사눈
1,1,2,2,,명진플라이,미,거,2세,54,38,이현종,박대흥,♠(주)자성실업,5,468(-9),14,5.5,"계란형큰+,망사눈+"
2,2,3,3,,브리가디어제너럴,호,수,3세,55,38,송재철,서범석,♠청팅콩,2½,478(-15),2.1,1.1,
3,3,4,11,,아메리칸포스원,미,수,2세,54,38,이동하,지용철,♠서정범,¾,503(11),40.2,6.5,
4,4,5,6,,문학에카티,미,수,2세,54,39,박태종,정호익,세계건설(주),½,503(3),3.3,1.1,눈가면
5,5,6,9,,문학서브,미,수,2세,54,38,문세영,홍대유,세계건설(주),6,498(-11),15.5,3.7,망사눈
6,6,7,4,,그레이킹덤,미,수,2세,54,38,안토니오,지용철,♠장석린외1인(신치구),1¾,511(12),90.9,14.3,
7,7,8,12,,탑플라잉,호,거,3세,52,38,(-3)문성혁,서인석,이미양,3,473(-20),45.1,12.2,
8,8,9,1,,켄터키망치,미,거,2세,54,38,김용근,강환민,♠(주)나스카,코,474(0),8.9,2.4,계란형큰
9,9,10,10,,레벨탑,호,수,3세,55,38,빅투아르,박재우,이미양,2½,472(1),37.9,8.1,"반가지큰+, 망사눈"
10,10,11,8,,더검푸,미,수,2세,54,38,다비드,사이먼,♠한명로,1¾,458(1),41,8.6,"Triabit+,눈가면+"
11,11,12,7,,아리안왕자,호,수,3세,55,38,유승완,이신영,♠윤우환,3,501(17),340.4,43.9,망사눈+
12,0,1,9,,스마트파티,한,암,3세,54,,안효리,심승태,♠김태성,,464(-4),158.7,38.4,망사
13,1,2,8,,큐피드여왕,한,암,3세,54,,문정균,박흥진,♠서순배,½,481(1),2.3,1.1,망사눈
14,2,3,6,,하늘공원,한,암,3세,54,,마누엘,강성오,♠김기종,½,466(9),12.6,2.8,"계란형큰, 망사눈"
15,3,4,10,,피스오브룰즈,한,암,3세,54,,함완식,김동균,♠이혜란,1¼,474(8),19.8,5.6,망사눈
16,4,5,11,,솔개바람,한,암,3세,54,,다비드,이희영,♠이종욱,머리,463(-5),28.6,3.8,
17,5,6,1,,애니포스원,한,암,3세,54,,박태종,정호익,♠서정범,1,423(12),17,3.3,망사눈
18,6,7,3,,서울매직,한,수,3세,55,,(-1)조상범,김동철,♠이시환,코,456(-6),3.4,1.5,망사
19,7,8,5,,라온브라이언,한,거,3세,56,,안토니오,이신영,♠라온건설,3,495(-11),27.8,9,
20,8,9,4,,정성와일드,한,암,3세,54,,문세영,강환민,임정균,1,429(1),8.4,2.5,망사+
21,9,10,2,,페넘브라,한,암,3세,54,,박상우,김대근,김윤호,1¼,430(5),8.2,2.1,
22,10,11,7,,리빙인더모던,한,암,3세,54,,송재철,박종곤,♠김정철,7,443(21),58.6,17,반가지큰+
23,0,1,2,,메이세이드림,한,암,3세,53,,김정준,김윤섭,♠이종욱,,475(5),5,1.5,망사눈
24,1,2,3,,재능충만,한,암,3세,53.5,,임기원,유재길,♠허건호,2½,459(-3),2.6,1.2,망사눈
25,2,3,7,,젝스칸,한,거,3세,55,,김옥성,박희철,윤명수,1¼,465(5),33.5,7.2,"계란형큰, 망사눈"
26,3,4,8,,라온호크,한,거,3세,55,,정정희,안병기,♠라온건설,1,452(0),12.1,3.1,"망사눈,계란형큰-"
27,4,5,5,,대군옥,한,암,3세,53,,다나카,손영표,♠표종순,1¾,461(2),4,1.4,"계란형큰+, 망사눈"
28,5,6,1,,우승마차,한,암,3세,53.5,,이해동,지용철,♠최성룡,¾,450(7),10.5,2.4,계란형큰+
29,6,7,6,,블루메가엘라,한,암,3세,53,,황순도,김동균,♠공이공팔,2½,508(4),6,1.7,"계란형큰, 망사눈"
30,7,8,4,,금노래,한,암,3세,53,,이동국,박병일,♠배태곤,14,443(-2),27.5,8.8,망사
31,0,1,10,,대군파워,한,거,3세,56,,안토니오,임봉춘,♠표종순,,465(-2),4,1.5,망사눈
32,1,2,4,,초동스트리트,한,암,3세,54,,이현종,송문길,♠손병철,2½,498(-17),5.9,1.8,
33,2,3,7,,킹오브룰즈,한,수,3세,56,,김동수,조현수,♠이혜란,2½,515(5),2,1.1,
34,3,4,1,,영광의비트,한,거,3세,53,,(-3)문성혁,전승규,♠변창덕,½,447(-3),10.5,2.7,"망사눈, Triabit"
35,4,5,2,,파크블레이드,한,암,3세,54,,김용근,이신영,♠삼정,¾,470(-3),17.9,4.1,"혀보정큰, 망사눈"
36,5,6,9,,마하선더,한,수,3세,56,,이동국,심승태,장철환,¾,476(-1),23.9,3.6,"계란형큰, 망사"
37,6,7,6,,시티송암,한,거,3세,56,,마누엘,최용구,지원철,목,510(3),24.4,3.2,망사눈
38,7,8,5,,황금스타,한,암,3세,54,,문세영,박천서,♠송진석,9,450(7),13.1,2.9,망사눈
39,8,9,8,,호수아,한,거,3세,56,,임기원,손영표,이종천,¾,459(-7),89,15.1,망사
40,9,10,3,,에이원킹,한,수,3세,55,,(-1)조한별,유재길,임영수,3,508(8),116,22.4,망사눈
41,0,1,5,,제마특급,한,암,3세,55,33,빅투아르,조현수,♠김봉겸,,473(9),1.4,1,망사
42,1,2,2,,위너크라운,한,거,3세,56,30,다비드,곽영효,♠오상철,1½,476(1),8.3,2,계란형큰+
43,2,3,6,,적토비마,한,암,3세,54,30,박태종,정호익,정범성,5,455(-3),33.4,4,"망사눈, 혀끈"
44,3,4,7,,이글스카이,한,거,4세,53,31,(-3)김덕현,박윤규,♠이방훈,1,491(9),28.2,3.6,"계란형큰, 망사눈"
45,4,5,8,,공주사랑,한,암,4세,52,26,다나카,곽영효,박흥길,¾,488(1),72.8,11.2,
46,5,6,3,,바람의소리,한,암,3세,54,32,이동하,임봉춘,♠류화영,¾,471(8),10.4,2.3,망사눈
47,6,7,1,,화룡,한,거,4세,55,29,김옥성,최영주,♠손병철,목,443(8),7.9,1.8,"반가지큰, 눈가면"
48,7,8,11,,금스타,한,암,3세,53,29,김정준,박병일,♠배태곤,목,491(2),15.3,2.8,망사눈
49,8,9,10,,스마트드림,한,암,5세,55,34,함완식,김동균,류재욱,¾,483(-3),40.7,5.1,"계란형큰, 혀끈"
50,9,10,9,,운악하비오,한,거,6세,56,31,하정훈,박희철,안응수,6,456(-7),80.1,17,"계란형큰, 망사눈"
51,10,,4,,파이어,한,수,5세,53,32,(-3)문성혁,서인석,정안,출전제외,0(0),----,----,"계란형큰, 눈가면"
52,0,1,11,,화이트벨벳,한,수,3세,55,30,문세영,구자흥,♠오종환,,488(-3),5.7,2.2,망사
53,1,2,1,,일마레,한,수,3세,55,30,다비드,서범석,♠카도노 시게오,목,485(13),12.1,4,"계란형큰, 망사눈"
54,2,3,9,,함양산삼,한,암,3세,53,29,빅투아르,박재우,유영준,3,452(-3),15.6,3.6,반가지큰
55,3,4,5,,피케이군주,한,수,3세,55,30,박을운,신삼영,♠김태성,목,490(-4),5.1,2,"계란형큰+,망사눈-"
56,4,5,10,,갓오브삭스,한,수,3세,52.5,25,김옥성,강환민,♠김창식,½,474(-1),27.3,4.6,"계란형큰, 망사눈"
57,5,6,2,,한양누리,한,암,3세,54,31,김용근,전승규,나종용,¾,494(2),3.3,1.4,"망사눈, Triabit"
58,6,7,4,,트루팀버,한,암,5세,55,33,윤영민,김순근,♠(주)녹원목장,½,461(-5),56.1,8.6,"반가지큰, 망사눈"
59,7,8,6,,한센바로우즈,한,수,4세,54.5,29,이철경,서인석,♠이노쿠마 히로츠구,1½,465(-13),10.9,3,양털코
60,8,9,7,,하늘에이스,한,암,4세,52.5,28,신형철,박천서,이종식,½,487(9),21.8,5.1,"반가지큰, 망사눈, 혀끈"
61,9,10,8,,원더풀마리아,한,암,3세,54.5,32,안토니오,임봉춘,♠(주)녹원목장,2,480(7),4.9,2,
62,10,11,12,,굳세어라,한,암,4세,51,25,하정훈,임봉춘,♠윤우환,½,454(23),62.2,11.6,"계란형큰, 망사눈"
63,11,12,3,,쏜살같이,한,암,7세,51,26,(-1)이동진,이희영,홍기석,¾,436(-5),61.3,8.4,망사눈
64,0,1,5,,우리,미,수,3세,55.5,47,다나카,임봉춘,김진태a,,496(5),1.7,1.2,망사
65,1,2,10,,콜윈,미,거,3세,*52,37,최범현,박종곤,이미양,코,488(1),31,5.1,망사눈
66,2,3,8,,에버더챔프,미,거,3세,52.5,41,조재로,배휴준,♠권택종,½,495(12),12.6,2.9,계란형큰
67,3,4,2,,애비보컬스,아일,수,3세,51,38,이철경,서인석,♠피엔에스홈즈,4,452(4),6.5,1.8,망사눈
68,4,5,6,,카일라스댄서,미,수,4세,57,50,김용근,송문길,♠(주)나스카,1½,470(-5),8.9,2,망사
69,5,6,4,,에모리삭스,미,암,3세,52,49,(-3)김덕현,이관호,♠김창식,1¼,455(5),8.9,2.5,망사
70,6,7,11,,골드블루매직,호,암,4세,*52,36,김정준,서홍수,황철연,4,464(3),65.3,13.6,"계란형큰, 망사눈"
71,7,8,9,,맞잡은손,한,암,4세,*52,38,빅투아르,조현수,임흥호,¾,469(5),29.3,4.2,
72,8,9,7,,데블맨,한,거,6세,53.5,43,김동수,조현수,♠(주)녹원목장,¾,477(-9),58.8,14.9,"계란형큰, 망사눈"
73,9,10,3,,해피마운틴,한,거,4세,57,50,박태종,곽영효,♠이미경,7,495(19),13.9,2.6,망사눈
74,10,11,1,,대군피닉스,미,거,3세,52,40,유승완,손영표,♠표종순,49,463(-2),22.1,6.5,"계란형큰, 망사눈"
75,0,1,2,,두손왕자,한,수,4세,53.5,47,(-3)김덕현,박재우,이도명,,502(-7),3.8,1.4,눈가면
76,1,2,5,,영스톰,한,수,5세,53,42,(-1)조상범,안병기,김종철,1¼,480(-3),34.7,4.1,계란형큰
77,2,3,9,,장산플라이,한,거,3세,52,38,이현종,서인석,♠김형란,목,460(-3),3.8,1.6,"계란형큰, 망사눈"
78,3,4,12,,스트롱캡틴,한,거,4세,57,48,박태종,서범석,이성헌,¾,460(11),68.2,5.8,계란형큰
79,4,5,6,,몬스터퀸,한,암,6세,55,47,다비드,신삼영,유영준,¾,468(12),83,6.9,망사
80,5,6,3,,정상만세,한,수,5세,*52,36,유승완,박희철,♠정동진,1,510(3),44.7,5.9,"계란형큰, 망사눈"
81,6,7,1,,라이징삭스,한,암,4세,52,41,빅투아르,이관호,♠김창식,1¼,464(8),82.9,9,"자극판, 망사눈, 혀끈"
82,7,8,8,,선오브선더,한,거,3세,53,40,문세영,박대흥,양동희,½,464(-4),1.8,1.2,"계란형큰, 망사"
83,8,9,10,,온리바람,한,수,4세,55.5,45,이동하,배대선,♠(주)디알엠씨티,1¾,480(3),58,5.9,망사
84,9,10,7,,동방지주,한,암,4세,*52,36,조재로,배휴준,이미양,1¼,498(1),62.2,11.2,"계란형큰, 망사"
85,10,11,4,,낭만스타,한,거,5세,52,38,김용근,안해양,지원철,목,523(0),34.1,2.9,
86,11,12,11,,더블골드,한,거,4세,*52,37,신형철,김윤섭,오왕근,2,453(-4),73,10.2,망사눈
87,0,1,2,,그레이삭스,한,암,5세,54,60,문세영,강환민,♠김창식,,472(-5),3.1,1.3,
88,1,2,3,,에이스솔롱고,한,암,3세,*52,53,함완식,정호익,김광두,¾,427(-12),5.4,2.3,눈가면
89,2,3,5,,섬싱미스터리,한,수,4세,51,51,마누엘,홍대유,정춘복,코,490(-6),40.7,6.5,
90,3,4,8,,머니대륙,한,암,4세,51,52,(-1)김효정,배대선,박상헌,2½,468(-1),9.6,2.5,망사
91,4,5,10,,미르스톰,한,거,3세,*52,51,박을운,김동철,♠이월희,¾,464(-17),20.1,5.9,망사눈
92,5,6,6,,백투백,한,거,4세,51,51,김용근,박대흥,김원숙,¾,539(12),4.5,1.4,"망사, 혀끈"
93,6,7,7,,럭셔리해피,한,암,5세,54.5,61,유승완,신삼영,권용수,1¾,452(3),10.9,2.4,
94,7,8,9,,무사,한,수,4세,52,53,이철경,이관호,♠황은호,4,500(-1),34.7,8.9,"망사눈,혀끈-"
95,8,9,4,,서클댄서,한,암,5세,56.5,65,이동하,최봉주,이수행,3,465(8),18.9,5.3,망사눈
96,9,,1,,아르고로켓,한,암,4세,56.5,65,정정희,안병기,♠우태율,주행중지,474(-10),5.8,2.3,"반가지큰, 눈가면"
97,0,1,1,,스프링백,미,거,3세,55,77,문세영,안병기,♠(주)디알엠씨티,,513(-2),1.6,1.1,망사눈
98,1,2,6,,컴플리트스윕,한,수,4세,*52,68,박을운,심승태,♠장석영,4,507(-6),20.2,3.7,계란형큰+
99,2,3,3,,지오스타,미,거,5세,55.5,78,이현종,김학수,♠이혜란,½,504(6),15.9,3,"계란형큰, 망사눈"
100,3,4,5,,야호스마트캣,한,거,4세,53.5,80,(-3)김덕현,박재우,이태식,목,470(0),5.2,1.7,"망사, 반가지큰"
101,4,5,14,,짱콩,미,수,4세,53.5,74,빅투아르,배대선,♠이태인,코,487(-11),12.2,2.7,"계란형큰+,망사+,Triabit-,눈가면-"
102,5,6,9,,장산와일드,한,거,4세,55,77,김용근,강환민,♠김병진,2½,513(3),13.2,2.6,"계란형큰, 망사"
103,6,7,8,,횡운골,한,수,4세,53,79,(-3)문성혁,이관호,말사모,1½,503(9),57.1,8.8,"망사+,망사눈-"
104,7,8,12,,슈퍼플루이드,미,수,3세,51,66,마누엘,서정하,♠오종택,목,513(7),15.8,3.7,반가지큰
105,8,9,2,,흥바람,한,수,4세,51,66,박태종,정호익,♠고광숙,¾,496(4),21.1,4.2,망사눈
106,9,10,4,,노벰버모닝,미,거,7세,52.5,74,(-1)조상범,김동철,♠유희태,3,525(6),235.6,29.5,망사눈
107,10,11,7,,바람속으로,미,거,6세,*52,69,송재철,송문길,♠윤우환,½,488(-2),184.2,30.3,
108,11,12,13,,스타캣,한,암,4세,*52,70,김옥성,임봉춘,♠금악목장,2½,468(0),153.2,13.1,"반가지큰, 망사눈"
109,12,13,10,,에이스러너,미,수,5세,56,79,박병윤,정호익,김광두,½,453(-3),74.8,9.8,눈가면
110,13,14,11,,뉴파트너,한,암,5세,*52,68,함완식,홍대유,♠최동근,1¼,480(-3),141.1,27.9,망사눈
0,0,1,4,,논스톱행진,한,암,3세,54,,방춘식,박흥진,♠태립,,475(-11),6,2.1,망사눈
1,1,2,8,,미라클호프,한,수,3세,56,,문세영,우창구,♠변갑한,1,477(1),5.8,2,"망사, Triabit"
2,2,3,6,,달리는에이스,한,거,4세,53,,(-3)김덕현,박희철,경규환,1½,463(-6),12,2.8,"계란형큰, 망사눈"
3,3,4,12,,파워프라이드,한,거,3세,56,,조재로,배휴준,최현기,목,477(4),10.4,3.1,"계란형큰, 망사눈"
4,4,5,2,,서울시티,한,암,3세,54,,안효리,최봉주,♠이시환,¾,469(-8),11.6,2.9,"계란형큰, 망사눈"
5,5,6,7,,승리전설,한,암,3세,54,,이철경,이관호,강수덕,목,463(4),6.1,2,"계란형큰+, 망사눈"
6,6,7,10,,정문사랑,한,수,3세,53,,(-3)문성혁,홍대유,♠김재영b,¾,479(9),6.9,3.1,망사눈
7,7,8,9,,기로,한,암,3세,53,,(-1)조한별,유재길,전기섭,2,429(1),79.9,17.4,"계란형큰, 망사눈"
8,8,9,1,,성파장,한,암,3세,54,,안토니오,김순근,서운석,¾,493(-4),3.9,1.7,망사눈
9,9,10,5,,새로운보배,한,암,3세,54,,김정준,심승태,류재욱,2,451(5),23.4,7,"계란형큰, 망사눈"
10,10,11,11,,시크릿강자,한,수,3세,56,,유승완,최영주,♠이종욱,5,552(1),91.5,18.1,
11,11,12,3,,베스트우먼,한,암,3세,54,,송재철,박천서,♠베스트샤인조합,½,544(7),69.3,10.9,망사눈
12,0,1,8,,고고비,캐,암,3세,53,42,김정준,김윤섭,김재용,,458(-1),8.3,1.9,
13,1,2,6,,알리바바마린,미,수,3세,54,39,문세영,홍대유,♠이경희,코,487(-7),3.2,1.4,
14,2,3,5,,맨해튼뮤직,미,암,4세,54,47,빅투아르,이관호,♠(주)인펨,5,446(13),18.6,3.5,"망사,혀끈-"
15,3,4,10,,광폭기세,미,수,3세,53,37,마누엘,유재길,이미양,2,468(15),118.8,24.6,
16,4,5,2,,소울리마제스틱,미,암,3세,55,48,이철경,서인석,김재성b,1¼,475(2),2.4,1.3,"계란형큰, 망사눈"
17,5,6,7,,파이널칸지노,호,수,4세,54,40,하정훈,리카디,♠함춘,5,511(8),6.8,2.2,
18,6,7,4,,탑매직마스터,호,거,4세,54,41,최범현,우창구,이미양,3,469(1),6.5,1.6,"망사,반가지큰+"
19,7,8,1,,블랙엘리트,호,거,3세,52,38,이현종,배대선,♠태희종합건설,¾,470(6),88.9,14,망사+
20,8,9,9,,우정의향기,미,암,3세,51,35,김용근,김점오,♠강균호,머리,460(-9),45.6,4.8,망사+
21,9,10,3,,대군의꿈,미,거,3세,54,39,안토니오,최용구,♠표종순,10,552(-6),95.5,20.2,"계란형큰, 눈가면"
22,0,1,11,,수호,한,거,3세,53.5,28,빅투아르,이관호,♠황은호,,524(4),11.7,2.7,"망사눈+,망사-,반가지큰-"
23,1,2,2,,황금도야지,한,암,3세,53,30,김용근,김점오,이중연,¾,484(4),2.8,1.4,눈가면
24,2,3,8,,천괴성,한,거,3세,53,27,함완식,강환민,♠씨유네트워크,4,490(-2),5.8,1.7,"계란형큰,망사+,망사눈-"
25,3,4,4,,아마로네,한,암,4세,53.5,31,송재철,임봉춘,피닉스,머리,424(11),40.9,5.6,"반가지큰, 망사눈"
26,4,5,3,,인디레이디,한,암,3세,52.5,35,(-3)문성혁,서인석,♠이종욱,목,450(-10),4.4,1.7,계란형큰
27,5,6,6,,마샤,한,암,4세,52,28,박태종,정호익,♠박남성,½,413(-7),28,4.6,망사
28,6,7,10,,브레인스피더,한,암,3세,52,28,안효리,서범석,이성헌,¾,487(1),36.3,7.5,
29,7,8,5,,페더라이트,한,암,3세,52.5,29,김정준,박병일,♠이용대,4,469(-4),33.8,4,망사눈
30,8,9,9,,세명스톰,한,수,3세,55.5,32,다나카,신삼영,이기철,2,513(-2),3.6,1.5,망사눈
31,9,10,7,,신비룡,한,거,4세,52,25,박상우,최상식,♠고광숙,2,501(-10),118.8,25.7,
32,10,,1,,코팔레로,미,거,5세,54.5,30,김옥성,서정하,배창환,출전취소,0(0),----,----,
33,0,1,6,,럭키봉화,한,수,4세,53,33,(-3)김덕현,박재우,최기영,,490(4),2.4,1.3,
34,1,2,2,,호프킹덤,한,거,3세,53.5,28,문세영,김윤섭,최장석,¾,517(-8),4.7,1.9,망사
35,2,3,5,,메니스피드,한,수,3세,53,27,김동수,조현수,♠최몽주,1¼,550(2),8.1,2.2,"계란형큰, 망사"
36,3,4,10,,천년의비,한,암,3세,53,30,김용근,박대흥,♠류주영,목,476(-1),5.1,1.6,"계란형큰, 망사, 혀끈"
37,4,5,9,,스타리스트,한,암,4세,55.5,35,박을운,김동철,♠금악목장,1¾,478(3),10.9,2.1,
38,5,6,1,,승리플러스,한,수,4세,56,33,안토니오,이관호,강수덕,1¾,497(-12),6.6,2,"계란형큰, 망사"
39,6,7,4,,동해클럽,일,거,4세,56.5,34,김옥성,서홍수,김갑수,½,468(-13),65.3,12,망사
40,7,8,8,,영웅불패,미,거,7세,52,25,윤영민,유재길,곽승용,1¾,492(2),92.5,15.5,
41,8,9,3,,클린업드림,한,거,5세,51.5,24,마누엘,강성오,♠민형근,4,463(10),45.2,6.7,"계란형큰+, 망사눈,혀끈+"
42,9,10,7,,골든웨딩,한,암,4세,51.5,29,(-1)조한별,조현수,♠박성식,½,457(2),82.6,9.3,"계란형큰, 망사눈"
43,0,1,2,,정동독주,한,암,4세,53.5,,다나카,곽영효,구본순,,463(5),12,1.5,"계란형큰, 망사눈"
44,1,2,3,,달려라속보,한,거,4세,55.5,,조재로,박희철,신영식,¾,460(-4),5.9,1.4,"계란형큰, 망사눈"
45,2,3,6,,청담호랑이,한,수,3세,56,,안토니오,리카디,♠삼정,1¾,483(0),1.3,1,양털코
46,3,4,8,,한얼스타,한,암,3세,52,,(-1)조상범,사이먼,나종용,2½,425(1),77,7.1,"혀끈, Triabit"
47,4,5,7,,동서제패,한,거,3세,55,,박상우,곽영효,♠김명식,2½,496(1),31.5,4.1,"반가지큰, 망사눈"
48,5,6,4,,캐럿시커,한,수,4세,55.5,,함완식,김동균,♠공이공팔,½,456(2),6.8,1.6,"계란형큰, 망사눈"
49,6,7,5,,킹포스원,한,수,3세,54,,(-1)조한별,조현수,♠서정범,4,445(2),42.9,4.1,망사눈
50,7,8,1,,매드모이라이,한,암,4세,53,,윤영민,서정하,♠공이공팔,9,422(8),98.5,11.7,망사
51,0,1,6,,대디글로리,한,암,3세,54.5,48,문세영,김동균,♠박정배,,489(9),1.6,1.2,"계란형큰, 망사눈"
