name,ranked,fw,fd,mw,md
글로리번,6,,"1,570,380USD ","137,120,000원", 
남쪽나라,7,,"494,895,000JPY ","188,186,000원", 
초원여전사,8,,"835,142USD ","180,313,000원", 
남원퀸,9,,"907,470USD ","116,218,000원",0
퀸포스원,1,,"3,084,278USD ","3,100,000원", 
세명기상,2,,"205,617USD ","127,460,000원", 
라오진,3,,"804,090USD ",, 
에이스트리플,4,,"339,984USD ","202,050,000원", 
투엠오케이,5,,"456,410USD ","118,483,000원", 
다이아펀치,6,,"568,086USD ",,"10,670USD "
윈트세븐,7,,"1,570,380USD ","87,390,000원", 
갤럭시피스,1,,"3,084,278USD ",,"17,980USD "
빅토리킹,2,,"2,580,402USD ",,"30,132CAD "
메이슨,3,,"7,712,841USD ","15,808,000원", 
천지폭풍,4,,"396,254USD ",,0AUD 
골드레벨,5,,"1,607,774USD ","174,538,000원", 
대용왕,6,,"1,083,533USD ","44,225,000원", 
제이엔리,7,"579,356,000원", ,,0
코리아대장부,8,,"172,705,000JPY ","183,340,000원", 
감동파티,9,,"695,299USD ",,0
지금이최강,10,"1,861,967,000원", ,,"7,200USD "
대군의창,1,,"239,229USD ",,"274,529USD "
대군의검,2,,"239,229USD ",,303USD 
말리지마,3,,"33,840USD ",,"152,325USD "
왕펀치,4,,"419,360USD ",,"105,607USD "
프리엠비전,5,,"439,250USD ",,200USD 
월드스타크,6,,"1,694,180USD ",,"19,119USD "
키팩터,7,,"1,046,381USD ",,0
애비보컬스,8,,"188,432USD ",,222EUR 
스타플래티넘,9,,"978,960USD ",,0
위즈레이니어,10,,"2,533,910USD ",,"24,110USD "
황금의발,11,,"44,016USD ",,"118,706USD "
웰니스케이,1,,"996,330USD ",,"23,950USD "
베스트군함,2,,"37,500USD ",,"230,820USD "
베스트채플,3,,"493,755USD ","64,602,000원", 
더스파이커,4,,"1,065,147USD ",,"5,625USD "
와일드파이트,5,,"1,154,000USD ",,"1,401USD "
애마비상,6,,0,, 
그린케이,7,,"493,755USD ",,0
마이시스터니나,8,,"301,500USD ",,"360,122USD "
황표마,9,,"439,250USD ",,"82,440USD "
동해클럽,10,,"172,705,000JPY ",,"16,528,000JPY "
리틀빅타이거,11,,"6,169,800USD ",,"13,510CAD "
제너럴로즈,1,,"493,755USD ","66,036,000원", 
성파장,2,,"695,299USD ","177,011,000원", 
컴플리트모션,3,,"51,475USD ","112,705,000원", 
선샤인마린,4,,"804,090USD ","170,290,000원", 
리쉬부르,5,,"725,296USD ",,"94,222USD "
파워프라이드,6,,"339,984USD ","30,795,000원", 
캠핑매니아,7,,"568,629,000JPY ","169,331,000원", 
파워캣,8,,"1,083,533USD ",,"91,126USD "
알데바란,9,,"493,755USD ","48,547,000원", 
사우스반,10,,"274,382USD ","305,585,000원", 
모두에게,11,,"493,755USD ","196,280,000원", 
스피드마운틴,12,,"1,810,805USD ",,"39,760USD "
글로벌천하,1,,"339,984USD ","174,214,000원", 
캐논슈터,2,,"922,180USD ",,"48,594USD "
머니지프,3,,"396,254USD ","234,663,000원", 
늘새찬,4,"817,614,000원", ,"67,044,000원", 
곤설,5,,"804,090USD ","112,610,000원", 
창성진주,6,,"3,545,062USD ",,0JPY 
송암준,7,,"107,515USD ","75,612,000원","7,700AUD "
가자가자,8,"579,356,000원", ,"101,758,000원", 
바람의미소,9,,"51,475USD ",,"25,200USD "
더조은내일,10,,"1,732,000USD ","485,085,000원", 
케이킹,1,,"804,090USD ","236,827,000원", 
채플에이스,2,,"493,755USD ",,"3,550NZD "
빅선더,3,,"114,300USD ","96,601,000원", 
문학의전사,4,,"1,606,000USD ",,"190,402USD "
리처드오브뉴스테,5,,"1,319,481USD ",,"43,404USD "
금아레이스,6,,"1,873,588USD ",,"500,000JPY "
로열훼이버,7,,"118,380USD ",,"4,929USD "
럭키미스,8,,"568,086USD ",,"44,207USD "
제주의바람,9,,"1,570,380USD ","47,730,000원", 
피닉스선,1,,"804,090USD ",,"29,660USD "
글로벌뉴스,2,,"1,810,805USD ",,0
야호스마트캣,3,,"568,086USD ","92,494,000원", 
매직텐,4,,"1,570,380USD ","254,730,000원", 
마차부차,5,,"804,090USD ",,0
가라가라가,6,,"1,503,825USD ",,0AUD 
초동레이스,7,,"456,410USD ","158,023,000원", 
박차오름,8,,"568,629,000JPY ",,"1,175GBP "
웃어라이천,9,,"3,294,901USD ","163,560,000원", 
베스트캠프,10,,"339,984USD ",,"41,280USD "
머니캠프,11,,"339,984USD ","82,258,000원", 
선라이팅,1,,"1,039,000USD ",,"72,499USD "
로드위너,2,,"1,694,180USD ",,0
모르피스,3,,"1,019,200USD ",,"134,571USD "
장산카우보이,4,,"1,037,810USD ",,"46,200USD "
싱그러운검,5,,"396,254USD ","306,736,000원", 
스카이베이,6,,"251,090USD ",,"1,410USD "
반야동행,7,,"1,083,533USD ",,"86,150USD "
소통시대,8,"200,839,000원", ,0원, 
영롱,9,,"51,475USD ",,0
삼정타핏,10,,"703,884USD ",,"1,200CAD "
위너스글로리,11,,"210,553USD ",,"62,397USD "
아르고브레인,12,,"996,330USD ",,0USD 
라온포티어스,1,,"831,800USD ",,0
어메이징삭스,2,,"44,016USD ",,"48,577USD "
올댓스피드,3,,"1,182,992USD ",,"1,680USD "
스톰라이커,4,,0,0원,0
엠제이파워,5,,"598,786USD ",,0
황홀한질주,6,,"1,030,266USD ",,0
미스터큐피드,7,,"85,800USD ",,"52,591USD "
캣츠미라클,8,,"1,694,180USD ",,"4,970USD "
아치아치,9,,"832,744USD ",,"22,228USD "
우승특기,10,,"725,700USD ",,"182,002USD "
프로함성,11,,"1,706,350USD ",,"47,741USD "
라온패트릭,1,,"85,630,000JPY ",0원, 
인디펜던스,2,,"114,300USD ","121,650,000원", 
블랙윙윙,3,,"3,187,232USD ","112,610,000원", 
야호엠제이캣,4,,"493,755USD ","92,494,000원", 
천은짱,5,,"3,084,278USD ",,0
문학치타,6,,"578,302,000JPY ",,"47,220USD "
어스피스,7,,"249,760USD ","25,364,000원", 
윈블레이드,8,,"3,084,278USD ","46,605,000원", 
아즈위스톤,9,,"3,084,278USD ","23,940,000원", 
정문와이,10,,"163,133USD ",,"7,870,000JPY "
사이먼킹덤,11,,"274,382USD ","202,139,000원", 
골든스카이,12,,"396,254USD ",,"22,745USD "
딕시어게인,1,,"1,503,825USD ",,0
백색광채,2,"817,614,000원", ,"116,693,000원", 
메니스피드,3,,"1,732,000USD ",,"1,605USD "
레지나,4,,"695,299USD ","108,067,000원", 
원더풀마린,5,,"1,810,805USD ",,0
인그란퀸,6,,"3,545,062USD ",,"3,850,000JPY "
오피엠제이,7,,"51,475USD ",,"137,917USD "
서울명가,8,"1,861,967,000원", ,"45,240,000원", 
원더풀팡팡,9,,"493,755USD ","248,896,000원", 
경국지마,10,,"3,545,062USD ",,"25,000JPY "
오케이데이,1,,"915,075USD ",,"6,315USD "
윈드스카이,2,,"416,475,000JPY ","127,806,000원", 
거탑,3,,"371,623,500JPY ","174,206,000원", 
풍문으로,4,,"1,889,766USD ",,"32,476USD "
달순이,5,,"51,475USD ","109,680,000원", 
에드윈,6,,"254,672USD ",,0
광폭주행,7,,"315,015USD ","71,085,000원",0
리얼강자,8,,"85,630,000JPY ",,"11,300,000JPY "
매드모이라이,9,,"114,300USD ",0원, 
패스티스트,10,,"163,133USD ",,"106,365USD "
낭만스타,1,,"3,187,232USD ","210,254,000원", 
델타브라더,2,,"315,015USD ",,0
럭키봉화,3,,"315,015USD ","169,115,000원", 
퍼스티지,4,,"163,133USD ",,"170,595USD "
방탄마,5,"689,387,200원", ,"155,903,000원", 
레이즈미업,6,,"1,570,380USD ","44,398,500원", 
와니케이,7,,"315,015USD ",,0
백두의태양,8,,"1,570,380USD ","104,090,000원", 
하드프린세스,9,,"1,570,380USD ",,"898,000JPY "
아스테르,10,,"85,630,000JPY ","122,395,000원", 
맥파이,1,,"278,406USD ",,"47,584USD "
반지의함성,2,,"1,503,825USD ",,"5,140USD "
인디레이디,3,,"2,612,516USD ",,"129,424USD "
아레스선더,4,,"1,570,380USD ","134,698,000원", 
선더머니,5,,"114,300USD ","145,668,800원", 
흥깨비,6,,"491,312USD ",0원, 
실버디자인,7,,"1,810,805USD ",,"42,652USD "
한일매직,8,,"493,755USD ",,"6,570USD "
축복의열매,9,,"1,732,000USD ","167,070,000원", 
정문케이,10,,"315,015USD ","102,480,000원", 
창성일호,11,,"3,545,062USD ","106,239,000원", 
샛별이,12,,"133,833USD ","52,174,000원","9,525NZD "
매치퀸,1,,"1,083,533USD ",,"82,046USD "
요리조리,2,,"1,037,810USD ",,0
골드블루매직,3,,"710,480USD ",,"8,740AUD "
에모리삭스,4,,"405,730USD ",,612USD 
파이널에센스,5,,"1,227,875AUD ",, 
소울리마제스틱,6,,"239,229USD ",,"148,804USD "
달려라레오,7,,0AUD ,,0AUD 
영광의댄스,8,,"1,146,340USD ",,"152,760CAD "
금성여왕,9,,"194,608USD ",,"132,336USD "
스트롱큐피드,10,,"529,566USD ",,"13,491USD "
더불어숲,1,,"210,553USD ","150,992,000원", 
두만강,2,,"396,254USD ",,0
스트롱러너,3,,"416,475,000JPY ","39,730,000원", 
몬스터퀸,4,,"278,406USD ",,0
제주의흑선,5,,"568,086USD ","90,960,000원",0
강철시대,6,,"1,610,604USD ",,"21,527USD "
에이스캔트,7,,"516,977USD ",,"14,766USD "
사이먼리치,8,,"274,382USD ",,0
광야불기둥,9,,"3,084,278USD ",,"8,764USD "
슈마,10,,"51,475USD ","37,873,000원", 
승리나래,11,,"163,133USD ",,"25,310USD "
커버걸저스티스,1,,"1,353,125USD ",,0
최강고수,2,,"719,130USD ",,"23,330USD "
승리사랑,3,,"3,187,232USD ",,"232,267USD "
대군제패,4,,"224,684USD ",,"179,408USD "
그레이트조이,5,,"818,225USD ",,"27,850USD "
백산군주,6,,"804,090USD ","170,290,000원", 
블루마스타,7,,"1,046,381USD ",,"6,321USD "
삼육으뜸,8,,"2,746,060USD ",,0
잘루지,9,,"742,640USD ",,"109,920USD "
화이어드림,10,,"1,283,145USD ",,"8,008USD "
러브잇,11,,"459,300USD ",,"113,100USD "
와와여장부,12,,"315,015USD ",,0
실버울프,1,,"771,359USD ",,"68,700AUD "
마스크,2,,"416,475,000JPY ",,0
파노라마쇼,3,,"1,080,700USD ",,"119,806USD "
가온챔프,4,,"1,503,825USD ","408,630,000원", 
청담도끼,5,,"1,146,340USD ",,"8,740USD "
천지가,6,,"703,884USD ",,"2,845USD "
리드머니,7,,"396,254USD ",,"2,575USD "
파랑주의보,8,,"385,807USD ",,0
천지스톰,9,,"7,712,841USD ",,"50,350USD "
신의명령,10,,"1,810,805USD ",,0GBP 
슈퍼플루이드,11,,"4,368,214USD ",,"35,280USD "
위너레드,12,,"232,895USD ",,0
최강실러,13,,"2,088,853USD ",,"39,720USD "
케이엔블루,1,,"804,090USD ",,0
이겨주마,2,,"1,889,766USD ",,"24,815USD "
서울의별,3,,"568,629,000JPY ","217,833,000원", 
황금비상,4,,"10,501,800USD ",,"89,509USD "
알파칸,5,,"3,545,062USD ",,600AUD 
붕마드림,6,,"444,066USD ",,0
대박이다,7,,"1,721,297USD ",,"112,524USD "
아르고플라잉,8,,"51,475USD ",,"21,215USD "
로열파크,9,,"612,935USD ",,0
농본대로,10,"1,225,505,000원", ,"198,155,000원", 
좋은인연,11,,"568,086USD ","72,456,000원","42,845USD "
우리가본,12,,"114,825GBP ",,0
브릴리언트,1,,"339,984USD ","111,618,000원", 
머니대륙,2,,"568,629,000JPY ","213,750,000원", 
참빛,3,,"1,503,825USD ",,0AUD 
이스크라,4,,"568,629,000JPY ","16,946,000원", 
스위틀리휴머,5,,"456,410USD ",,"1,713USD "
볼드나이너,6,,"456,410USD ",,"31,515USD "
천강성,7,,"210,553USD ","269,786,000원", 
진격의천마,8,,"1,779,012USD ",,"1,470USD "
기븐위켄드,9,,"1,083,533USD ","162,170,000원", 
라온프라이머,10,,"70,961,000JPY ","110,852,000원", 
운악하비오,11,,"339,984USD ",,"240,722USD "
블랙파티,1,,"51,475USD ",,"158,787USD "
수호,2,,"695,299USD ",,"14,615USD "
탑라인,3,,"1,732,000USD ",,0
최강매직,4,,"1,810,805USD ","213,647,000원", 
블레이드스톰,5,,"185,213USD ",,"19,245USD "
로드힐스톰,6,,"416,475,000JPY ",0원, 
대싱카누,7,,"568,629,000JPY ","201,285,000원", 
슈퍼빅터,8,"1,861,967,000원", ,"44,398,500원", 
신라대장군,9,,"51,475USD ",,0
불패함성,10,,"1,570,380USD ",,"70,918USD "
비바킹,11,,"396,254USD ",,"12,380EUR "
한얼스타,12,,"155,757USD ",,"1,429USD "
메니스마트,1,,"1,732,000USD ","138,070,500원", 
천록,2,,"339,984USD ","2,106,000원", 
사려니킹,3,,"568,086USD ","80,558,000원", 
베스트메이드,4,,"456,410USD ","24,493,000원", 
해왕,5,,"493,755USD ","45,600,000원", 
달달이,6,,"456,410USD ",,"94,885USD "
미스평촌,7,,"1,503,825USD ",,"90,330USD "
수제비,8,"435,833,000원", ,"51,001,000원", 
맘보천하,9,,"278,406USD ","19,495,000원", 
논스톱플라잉,10,"470,582,000원", ,"119,331,000원", 
서울스토리,11,,"339,984USD ","126,518,000원", 
대천히어로,12,,"114,300USD ",,"137,366USD "
뭉치,1,"689,387,200원", ,"50,960,000원", 
맘마로마,2,,"1,083,533USD ","51,491,000원", 
우대륭,3,,"3,924,648USD ",,"176,880USD "
희망스타,4,,"416,475,000JPY ","115,441,000원", 
슈퍼여왕,5,,"371,623,500JPY ","110,964,000원", 
레이징엔젤,6,,"163,133USD ","98,521,000원", 
럭키봉성,7,,"1,810,805USD ",,"14,507USD "
마하탄생,8,,"1,064,727USD ",,"170,220USD "
대천보우,9,,"491,312USD ","52,048,000원", 
그린사랑,10,,"1,103,496USD ",,0
아이엠위너,11,,"396,254USD ","228,472,000원", 
속보왕위,12,,"163,133USD ","46,050,000원",0AUD 
금아슈프림,1,,"1,503,825USD ",,"12,590USD "
라온제왕,2,,"617,310USD ",,"4,200USD "
럭키팩토리,3,,"568,086USD ",,0
인디언보스,4,,"617,310USD ","132,500,000원", 
빛나는루비,5,,"1,570,380USD ","129,643,000원", 
천세만세,6,,"1,570,380USD ",,"64,100USD "
행복의내일,7,,"3,545,062USD ",,"15,984USD "
정동독주,8,,"1,607,774USD ",,"89,509USD "
백두거포,9,,"114,300USD ","175,248,000원", 
명마질주,10,,"172,705,000JPY ",0원, 
베스트맨,11,,"3,545,062USD ","37,873,000원", 
메인이벤트,12,,"456,410USD ","262,308,000원", 
정상여신,1,,"51,475USD ","413,351,000원", 
명진맨,2,,"3,728,170USD ",,"402,551USD "
골든웨딩,3,"451,805,000원", ,,"73,626USD "
라온미라클,4,,"410,376,000JPY ",,"7,000,000JPY "
인듀어런스,5,,"1,570,380USD ","140,176,000원", 
불후의명곡,6,,"3,084,278USD ",,"39,185USD "
라이즈앤샤인,7,,"3,545,062USD ","202,050,000원", 
금빛탄환,8,,"254,672USD ","28,170,000원", 
신비룡,9,,"493,755USD ",,"147,995USD "
라스트잭팟,10,,"568,086USD ",,0AUD 
온누리알바,11,,"835,142USD ",,0NZD 
선빅터,12,,"107,515USD ","15,449,000원",0
루카스,1,,"1,103,496USD ",,"65,089CAD "
공산,2,,"416,475,000JPY ","69,300,000원", 
야호선더캣,3,,"568,086USD ","34,580,000원", 
이스트킹덤,4,,"1,607,774USD ","58,653,000원", 
비욘드오버,5,,"1,732,000USD ",,0
아이엠스타,6,,"944,900USD ",,0
여울이,7,,"3,294,901USD ","15,449,000원",0
금아글로리,8,,"114,300USD ","86,645,000원", 
음악대장,9,,"133,833USD ","121,222,000원", 
지공불패,10,,"51,475USD ",,"4,203CAD "
정상돌풍,11,,"274,382USD ",,"1,470USD "
체인지메이커,1,,"289,325AUD ",,0AUD 
환상스타,2,,"623,000USD ",,"11,050EUR "
마이티엠,3,,"1,284,949USD ",,"39,991USD "
팔라스테이,4,,"516,977USD ",,"117,221USD "
웰빙스토리,5,,"480,001USD ","218,232,000원", 
에코골드,6,,"193,766USD ",,"106,401USD "
맞잡은손,7,,"3,187,232USD ","77,538,000원", 
이스트쾌남,8,,"32,400USD ",,"15,648USD "
스마일메모리,9,,"1,606,000USD ",,0AUD 
엘란,1,,"1,503,825USD ",,"3,310USD "
함박미소,2,,"47,460AUD ",,"7,160USD "
그랜드돌풍,3,,"1,810,805USD ",,"2,340USD "
스토미,4,,"114,300USD ",,"14,959USD "
마이티맘보,5,,"278,406USD ","202,050,000원", 
카론블레이드,6,,"172,705,000JPY ","63,576,000원", 
머니포켓,7,,"1,810,805USD ","548,953,000원", 
원더풀럭키,8,,"1,570,380USD ","296,100,000원", 
스트롱맨,9,,"795,071USD ",,"32,215USD "
출애,10,,"51,475USD ","44,551,500원", 
글로벌퀸,1,,"396,254USD ","116,165,000원", 
플라잉보스,2,,"454,630USD ",,"135,086USD "
나의빛이여,3,,"1,284,949USD ",,"14,310USD "
라온시리우스,4,,"493,755USD ","113,835,000원", 
빅이어,5,,"493,755USD ",, 
스피드이즈칸,6,,"315,015USD ",,"48,935USD "
거센마풍,7,,"1,810,805USD ",,"2,750USD "
강촌의별,8,,"493,755USD ",,"1,511USD "
대승비법,9,,"3,545,062USD ","80,767,000원", 
선더마린,10,,"114,300USD ",,"53,530USD "
승리기억,11,,"1,299,581USD ",,0AUD 
청운시대,12,,"396,254USD ",,"29,760USD "
럭셔리해피,1,,"493,755USD ","112,068,000원", 
그레이삭스,2,,"638,822USD ",,"52,009USD "
무사,3,,"3,294,901USD ","87,390,000원", 
흥바람,4,,"456,410USD ","126,080,000원", 
섬싱미스터리,5,,"274,382USD ",0원, 
위닝윈,6,"1,861,967,000원", ,"25,905,600원", 
혜성여왕,7,,"315,015USD ",,"80,303USD "
정상오름,8,,0,"92,286,000원",0
소중한만남,9,,"626,671USD ",,"4,134USD "
코디악러브,10,,"1,663,363USD ",,"114,616USD "
구름손짓해,11,,"339,984USD ",,"1,489USD "
쾌한예봉산,12,,"1,810,805USD ",,"40,150USD "
독도지기,1,,"3,084,278USD ",,"20,650USD "
플라잉뮤닝,2,,"742,640USD ",,0USD 
골드마운틴,3,,"2,323,040USD ",,"243,890USD "
태양의후예,4,,"612,935USD ",,"162,013USD "
사려니힐링,5,,"339,984USD ",,"7,966USD "
심플라이프,6,,"274,382USD ",,"84,414USD "
스모키베일,7,,"1,359,274USD ",,"40,486USD "
런닝스톰,8,,"1,810,805USD ",,"62,880USD "
황금소리,9,,"583,280USD ",,"49,036USD "
이스트걸치,10,,"1,146,340USD ",,"71,868USD "
절묘한선택,11,,"1,694,180USD ",,"9,750USD "
투고윈,1,,"254,672USD ",,"108,670USD "
선더마크,2,,"2,765,800USD ",,"4,860USD "
킬리의제왕,3,,"941,936USD ",,"48,513USD "
적벽신화,4,,"500,435USD ",,"32,776USD "
머니블레이드,5,,"360,900USD ",,"10,288USD "
플라잉포드,6,,"3,090,101USD ",,0
골드호라,7,,"1,611,138USD ",,"42,425USD "
한양의질주,8,,"562,228USD ",,"29,089USD "
클린업히어로,9,,"413,284USD ",,"9,180USD "
킹플러키,10,,"1,610,604USD ",,"125,574USD "
말리부진저,11,,"33,840USD ",,"99,679USD "
초원마루,1,,"493,755USD ","104,724,000원", 
피케이전사,2,,"1,607,774USD ","39,446,000원", 
서울시티,3,,"3,084,278USD ",,"66,930AUD "
로열스마티,4,,"1,083,533USD ",,"19,205USD "
최강다이아,5,,"1,570,380USD ",,"15,840USD "
금빛열정,6,,"205,617USD ","108,260,000원", 
황금스타,7,,"254,672USD ","112,068,000원", 
골든제이,8,,"274,382USD ",,0
투어다이아,9,,"568,086USD ",,"6,570USD "
골드코인,10,,"47,460AUD ","12,826,000원", 
소중한보물,11,,"1,570,380USD ","124,454,000원", 
적토비마,1,,"491,312USD ","44,551,500원", 
달리는웅지,2,,"133,833USD ",,"66,678USD "
웃게해줄게,3,"1,225,505,000원", ,,0
큐티바비,4,,"3,187,232USD ",,"66,215USD "
황금도야지,5,,"51,475USD ","19,254,000원", 
안양재규어,6,,"3,084,278USD ","132,220,000원", 
신의축복,9,"1,225,505,000원", ,"45,835,000원", 
프리마니케,6,,"928,000USD ",,"72,611USD "
질풍강자,2,"728,298,000원", ,"96,320,000원", 
위즈레이나,8,,"1,284,949USD ",,"124,866USD "
로열탱크,4,,"3,187,232USD ",,"79,652USD "
원더풀인디언,7,,"1,182,992USD ",,720USD 
스피드청룡,3,,"1,732,000USD ","28,637,000원",0AUD 
아워캣,9,,"435,597USD ",,"2,195USD "
장산베어스,5,,"1,146,340USD ",,244USD 
금아킹덤,11,,"8,387,500USD ",,"17,700USD "
남촌아티스트,12,,"1,319,481USD ",,"79,860USD "
햇살왕자,4,,"3,187,232USD ","74,648,000원", 
초원의찬가,10,,"1,610,604USD ","336,938,000원", 
다이나믹질주,5,,"591,225USD ",,"184,175USD "
장산제왕,7,,"399,089USD ",,"8,014USD "
페더럴캣,7,,"172,705,000JPY ",,"10,948,000JPY "
리슨트드림,10,,"51,475USD ","95,797,000원", 
젝스칸,11,,"416,475,000JPY ",,400USD 
브레인스피더,1,,"804,090USD ",0원, 
불의퀸,2,,"565,716USD ",,0
천년의비,3,,"1,503,825USD ","76,460,000원", 
센토사,4,,"1,570,380USD ","24,249,000원", 
그린신디,5,,"493,755USD ",,782USD 
삼애질주,6,,"493,755USD ",,"24,008USD "
올마이퀸,7,,"491,312USD ",,"12,003USD "
최고여왕,8,,"1,607,774USD ","241,982,000원", 
스마트파티,9,,"500,435USD ",,"216,734USD "
챔피언라이트,10,,"1,570,380USD ",0원, 
최강캠프,11,,"51,475USD ",,"80,592USD "
기븐러너,1,,"1,083,533USD ",,"131,070USD "
정상드림,2,,"804,090USD ",,0
완승무패,3,,"804,090USD ","8,200,000원", 
정문사랑,4,,"205,617USD ",, 
라온불패,5,,"804,090USD ","111,220,000원", 
정동사랑,6,,"1,083,533USD ","127,238,000원", 
애니포스원,7,,"1,083,533USD ",,"105,150USD "
골드필드,8,,"339,984USD ",,"3,498USD "
만에하나,9,,"51,475USD ",,"16,630GBP "
퍼펙트플라잉,10,,"51,475USD ","262,254,000원", 
다크스파이더,11,,"3,545,062USD ","56,396,000원", 
위너크라운,1,,"493,755USD ",,"8,014USD "
서울매직,2,,"163,133USD ","107,712,000원", 
금아매저스티,3,,"1,810,805USD ",,0
플라워로드,4,,"491,312USD ",,"22,580USD "
빅클래식,5,,"804,090USD ",,0
호크의영광,6,,"1,610,604USD ",,0
에이스고고,7,,"3,187,232USD ",,0
원더풀브라보,8,,"249,760USD ","23,766,000원", 
금상천하,9,,"70,961,000JPY ","41,162,000원", 
라온조이,10,,"1,810,805USD ",,"4,940AUD "
재즈불릿,11,,"2,283,402USD ",,"110,340USD "
내길의빛,12,,"163,133USD ",,761USD 
탄탄위너,1,,"804,090USD ",,"31,605USD "
레드블레이드,2,,"1,732,000USD ",,"49,173USD "
천년해피,3,"1,225,505,000원", ,"147,460,000원", 
천지기상,4,,"2,879,612USD ",,"52,746USD "
원더풀마린,5,,"1,810,805USD ",,0
클린업트리오,6,,"114,300USD ",,"84,205USD "
골드페릴라,7,,"804,090USD ","68,944,000원", 
푸에르스페스,8,,"1,570,380USD ",,"7,440USD "
컬러즈킹,9,,"51,475USD ","40,536,000원", 
아라시,10,,"416,475,000JPY ",,"184,605USD "
천웅,11,,"396,254USD ","50,583,000원", 
킹리,12,,"172,705,000JPY ",,0
선오브선더,1,,"3,084,278USD ","38,433,000원", 
