자식마명,부마원,부마달러,모마원,모마달러
세라여제,,"695,299USD ",,"22,108AUD "
그린파크,,"1,503,825USD ",,"14,496,000JPY "
쏘아라보아,,"51,475USD ","214,985,000원", 
세명햇살,,"1,810,805USD ",,0
언비튼가이,,"601,560USD ",,0
점프블레이드,,"405,730USD ",,"12,155USD "
강서프린세스,,"794,855USD ",,0
스틸더패션,,"583,280USD ",,"88,430USD "
농본바다,,"3,307,278USD ",,"51,417USD "
달타령,,"254,672USD ","72,204,000원", 
플라잉바비,,"612,935USD ",,"66,215USD "
퍼지퀸,,"905,434USD ",,"80,662USD "
빅터웨이,,"1,732,780USD ",,"21,600USD "
이스트임팩트,,"3,084,278USD ",,"39,095USD "
스위트주스바,,"254,672USD ",,"16,000USD "
장산레이저,,"1,732,000USD ",,"136,410USD "
청담프라이드,,"1,037,810USD ",,"94,342USD "
빅터문,,"33,840USD ",, 
레이스로열,,"748,000USD ",, 
대동포스,,"301,500USD ",,"71,936USD "
불의가속,,"1,037,810USD ",,"72,057USD "
데스크탑,,"114,300USD ",,0
천상성,,"583,280USD ",,0
모던골드,,"389,141USD ",0원, 
스타크레이지,,"1,083,533USD ",,"1,489USD "
엔에스미래,,"578,302,000JPY ","113,439,000원", 
배다리킹덤,,"8,387,500USD ",,"237,299USD "
임페리얼데이,,"1,083,533USD ","330,540,000원", 
라스트콜,,"1,779,012USD ","91,000,000원", 
쇼메이커,,"32,400USD ",,"1,878USD "
어나더클래스,,"1,634,200USD ",,"203,752USD "
스파이스타워,,"1,258,256USD ",,"233,530USD "
러브아치,,"832,744USD ",,0
피렌체캐슬,"190,033,000원", ,"206,236,000원", 
스마트대보,,"1,103,496USD ","60,246,000원", 
스위트카카오,,"1,810,805USD ",,"17,802USD "
남산초콜릿,,"339,984USD ",,"11,072USD "
매직만점,,"1,083,533USD ","209,258,000원", 
순간타이밍,,"114,300USD ",,"92,210USD "
모닝힐,,"215,019USD ","123,690,000원", 
노르웨이서드,,"3,084,278USD ","179,890,000원", 
런던파워,,"583,280USD ",,0
빅토리샘,,"3,084,278USD ",,"127,695USD "
킹엔젤마리아,,"389,141USD ",,"82,336USD "
티파니블루,,"1,037,810USD ","462,480,000원", 
지산군,,"1,779,012USD ",,"61,640USD "
스마트전사,,"1,083,533USD ","8,400,000원", 
정겨운,,"274,382USD ",,"34,560USD "
미사일퀸,,"190,838USD ",,"17,760USD "
서울달빛,,"1,779,012USD ",, 
모든날함께해,,"254,672USD ",,0
별나라질주,,"526,250USD ",,"44,770USD "
문학워,,"1,847,489USD ",,"137,188USD "
그린필스타,,"1,146,340USD ",,"35,560USD "
더블테이크,,"1,103,496USD ","35,150,000원", 
오로라로드,,"835,140USD ",,"9,143USD "
동진최강,,"804,090USD ","231,048,000원", 
슈프림로드,,"1,304,800USD ",,"49,600USD "
패밀리타임,,"389,141USD ","10,500,000원", 
오섬스프링스,,"4,374,590USD ",, 
킹코트,,"493,755USD ","22,837,000원", 
마이윈,"736,845,000원", ,,"165,311USD "
그레이스리,,"583,280USD ","41,250,000원", 
베스퍼,,"804,090USD ",,0
모던프라이드,,"389,141USD ","19,400,000원", 
큐피드여장부,,"1,103,496USD ","145,591,000원", 
새내선,,"941,936USD ",, 
블루해머,,"804,090USD ",,0
제스트원,,"339,984USD ","273,895,000원", 
헤시안,,"568,086USD ",,0
매직레코드,,"1,103,496USD ","254,730,000원", 
김천영웅,,"1,570,380USD ","111,618,000원", 
컴플리트아너,,"274,382USD ","89,370,000원", 
젊은영웅,"2,426,805,000원", ,,"52,689USD "
천문,,"114,300USD ","19,476,000원", 
은혜가득,,"416,475,000JPY ","81,727,000원", 
최강블랙,,"905,434USD ",,"51,487,000JPY "
남산러브,,"1,519,800USD ",,"37,832USD "
라이오넷,,"794,855USD ",,"131,285USD "
어나더초이스,,"3,044,000USD ",,"16,220USD "
불의여왕,,"1,037,810USD ",,"7,400USD "
지산꽃,,"1,083,533USD ","1,200,000원", 
온리의꿈,,"114,300USD ","91,569,000원",0
최고레이스,,"748,000USD ",, 
예스아이캔,,"905,434USD ",,0
킹심바,,"51,475USD ",,0
베오울프,,"3,084,278USD ",,"65,143USD "
로렐파워,,"341,396USD ",, 
런런런,,"3,084,278USD ","80,090,000원", 
금성패션,,"583,280USD ","21,156,000원","16,030USD "
사려니,,"1,810,805USD ",,"1,200USD "
스카이망치,,"633,076USD ",,"127,760USD "
원더풀데블,,"416,475,000JPY ",0원, 
최강퀸,,"1,037,810USD ","224,317,000원", 
스마트오피서,,"804,090USD ",,0
원더풀화성,,"254,672USD ",,"40,470USD "
원더풀타이쿤,,"905,434USD ",,"3,000,000JPY "
최강블레이드,,"1,380,200USD ",, 
티즈에너지,,"529,566USD ",, 
부케팔로스,"2,426,805,000원", ,"305,585,000원", 
루미너스퀸,,"274,382USD ",, 
티케이플렉스,,"1,779,012USD ","48,500,000원", 
원더풀하와이,,"905,434USD ","278,587,000원", 
온천하,,"1,103,496USD ","29,100,000원", 
제로백파이브,,"339,984USD ","103,000,000원", 
동행,,"101,633USD ",,"4,100USD "
레전드부어스,,"1,103,496USD ",,0
인빅터스,,"669,260USD ",,0
빅에너지,,"1,037,810USD ",,"8,014USD "
베스트슈퍼,,"114,300USD ","30,795,000원", 
스텔라로드,,"1,810,805USD ","149,600,000원", 
아쿠아펀치,,"1,570,380USD ","584,819,000원", 
스마트하이,,"7,613,155USD ",,"96,189USD "
남산열매,,"554,146USD ",,"68,276USD "
최강장산,,"583,280USD ","1,172,123,000원", 
중추부사,,"51,475USD ","39,555,000원", 
소베라니아,,"1,810,805USD ","143,647,000원", 
쇠와꽃,,"583,280USD ","84,660,000원", 
매직그라운드,,"254,672USD ",,"19,600USD "
비바소모,"1,220,375,000원", ,"155,200,000원", 
그레이트선더,,"1,083,533USD ","1,500,000원", 
기적의힘,,"1,779,012USD ","50,583,000원", 
매직조이,"824,725,000원", ,"29,550,000원", 
송암레이서,,"3,187,232USD ","25,364,000원", 
디스챌린지,,"454,183USD ",,"124,372USD "
큐피드딕션,,"2,879,612USD ",,"42,036USD "
노던타임,,"454,183USD ",,0
케이엔파크,,"1,037,810USD ",,"11,950USD "
애플민트,,"51,475USD ",,"226,990USD "
럭키선더,,"114,300USD ",,0
모던타임즈,,"51,475USD ",,"155,593USD "
비다사랑,,"1,037,810USD ",,"2,600EUR "
하륭,,"617,310USD ",0원, 
광양으뜸,,"1,083,533USD ","43,870,000원", 
빛나는질주,,"493,755USD ","149,965,000원", 
스마일레이디,,"612,935USD ","165,950,000원", 
퀵실버키튼,,"2,075,791USD ",,325USD 
마이티지,,"3,044,000USD ",,"340,620USD "
명진고스트,,"3,446,120USD ",,"715,118USD "
제주의보석,,"210,553USD ","241,982,000원", 
제이에스군황,,"623,000USD ",,"99,631USD "
강태풍,,"462,574USD ",,"3,350USD "
블로마인드,,"905,434USD ",,0
축복예찬,,"3,187,232USD ","167,070,000원", 
매직주니어,"824,725,000원", ,"102,630,000원", 
파라곤캐슬,,"617,310USD ","39,730,000원", 
최강돌진,,"493,755USD ","156,104,000원", 
퍼스트로드,,"1,732,000USD ","262,308,000원", 
정성대로,,"51,475USD ","138,480,000원", 
볼드어게인,,"1,037,810USD ",,0
마이티웰,,"1,182,992USD ",,"84,738USD "
쿨게이트,,"568,086USD ","227,736,000원", 
유쾌한선택,"470,582,000원", ,"101,880,000원", 
런던아이,,"114,300USD ","13,680,000원", 
마이티킥,,"1,851,803USD ",,200USD 
아이언돌핀,,"1,732,780USD ",, 
천지광풍,,"32,400USD ",,"79,474USD "
컴플리트밸류,,"443,800USD ","30,450,000원", 
질풍천하,,"1,570,380USD ",,"24,520USD "
슈퍼버드,,"378,260USD ",,"84,117USD "
슈퍼케이,,"1,732,000USD ","142,225,000원", 
프린세스데이,,"1,083,533USD ","90,152,000원", 
유쾌한날들,,"1,810,805USD ","209,045,000원", 
벤칼프린세스,,"1,037,810USD ",,"5,939USD "
별의순간,,"1,732,000USD ",,"5,140USD "
톱클래스,,"583,280USD ",,0AUD 
로드에이스,"736,845,000원", ,"107,054,000원", 
야무진꿈,,"1,037,810USD ",,"2,200AUD "
마파람,,"114,300USD ","124,300,000원",0
포사포사,,"1,103,496USD ","266,851,000원", 
예술이야,,"617,310USD ","143,204,000원", 
천둥캣,,"804,090USD ","274,440,000원", 
원더풀우먼,,"1,236,820USD ","69,468,000원", 
킹크러시,,"493,755USD ",,"42,690USD "
별빛마루,,"339,984USD ",,"77,031USD "
원더풀샘,,"1,779,012USD ","51,201,000원", 
거센기상,,"583,280USD ",,0
그레이트아이,,"14,800,000JPY ",,"116,914,000JPY "
히트볼,,"1,083,533USD ","756,787,000원", 
레드케이,,"1,810,805USD ","148,346,000원", 
빅야크,,"1,101,924USD ",, 
럭키시엠프레,,"251,090USD ",,"21,489USD "
불방울,,"1,810,805USD ",,"57,384USD "
신의한수,,"1,779,012USD ","17,025,000원", 
금성맨,,"205,617USD ","98,200,000원", 
조이풀피스,,"3,084,278USD ","971,650,000원", 
승부사,,"101,633USD ",,0
퍼플케이,,"1,732,000USD ",,"89,913USD "
스피드팔콘,,"1,103,496USD ",, 
메니피뮤직,,"1,732,000USD ",,0
그린백,,"1,779,012USD ","168,516,000원", 
야무진배짱,,"1,570,380USD ","96,980,000원", 
루비로드,,"835,140USD ",0원, 
파인팜,,"1,810,805USD ","176,030,000원", 
라피어반,,"529,566USD ",,"5,560USD "
시선주마,,"804,090USD ","15,808,000원", 
다이아마이트,,"1,810,805USD ","308,100,000원", 
화려한미소,"1,087,822,000원", ,"49,340,000원", 
루비캣,,"51,475USD ","408,630,000원", 
멋진가람,,"3,545,062USD ",,0JPY 
블루마리아,,"1,083,533USD ",,"11,189USD "
퀸엔젤,,"3,000USD ","113,642,000원", 
로드스카이,,"633,076USD ",, 
원평가속,,"1,732,000USD ","39,555,000원", 
라온더스퍼트,,"1,236,820USD ",,"22,590,000JPY "
천지지대,,"172,705,000JPY ","196,259,000원", 
컴플리트타임,,"583,280USD ","259,050,000원", 
텐배거,,"1,037,810USD ","171,020,000원", 
천리총,,"1,810,805USD ","113,975,000원", 
정상파이팅,,"1,810,805USD ",,0
브라운참,,"1,103,496USD ","648,176,000원", 
마이티선샤인,,"568,086USD ","118,483,000원", 
청산영웅,,"1,732,000USD ",,"3,500USD "
누비강자,,"617,310USD ","270,345,000원", 
머니탑,"470,582,000원", ,"13,500,000원", 
뉴스타영천,,"1,732,000USD ","156,620,000원", 
레이디퍼스트,,"254,672USD ","90,960,000원",0
빛의대륙,,"669,260USD ",,"88,898USD "
푸른요정,,"389,141USD ","181,420,000원", 
파워박스,,"1,503,825USD ",,0
트로트퀸,,"114,300USD ",,"243,390USD "
럭키크라운,,"443,800USD ",,"103,052USD "
패스트트랙,,"1,103,496USD ","518,306,000원", 
갈색향기,,"1,732,000USD ",,"38,876USD "
질주전사,,"1,810,805USD ",0원, 
라로마네,,"3,187,232USD ","198,273,000원", 
굿플랜,,"190,838USD ",0원, 
에이스플랜,,"190,838USD ",,0
영광의캡틴,,"905,434USD ",,"7,092USD "
스위트캠프,,"339,984USD ",,"4,412USD "
엠제이돌풍,,"568,629,000JPY ","24,600,000원", 
피엔에스보스,,"578,302,000JPY ",0원, 
와우와우,,"1,037,810USD ","272,330,000원", 
스피드갤럽,,"583,280USD ","156,911,000원", 
올드스타트,,"583,280USD ","85,810,000원", 
걸작드림,,"1,810,805USD ","244,065,000원", 
스타로즈,,"3,545,062USD ","112,984,000원", 
데리안머스킷,,"1,236,820USD ",,"36,603USD "
피엔에스럭키,,"101,633USD ",,"61,802USD "
메니원더풀,,"254,672USD ","845,590,000원", 
매직플라워,"824,725,000원", ,"242,767,000원", 
아라비아해,"105,760,000원", ,"152,718,000원", 
투에이스,"451,805,000원", ,"59,300,000원", 
시크릿힐,,"3,000USD ","10,934,000원","9,840USD "
아스펜태양,,"385,807USD ",,0
사려니퍼스트,,"254,672USD ",,"76,672USD "
태양마,,"1,732,000USD ",,"94,303USD "
정상제트,,"652,226USD ",,"50,500USD "
라온더대쉬,,"339,984USD ","110,852,000원", 
매직주드,"824,725,000원", ,"102,630,000원", 
금성스피드,,"1,810,805USD ","169,115,000원", 
스마트블루,,"1,146,340USD ","60,246,000원", 
신주류,,"1,083,533USD ","144,950,000원", 
천지의빛,,"905,434USD ",,"19,245USD "
더리퍼,,"1,810,805USD ","142,225,000원", 
자이언트킬링,,"1,103,496USD ","31,530,000원", 
영블러드,,"1,103,496USD ","55,652,000원", 
드림스피드,,"1,146,340USD ","2,200,000원", 
너를응원해,,"454,183USD ",,"174,048USD "
모닝펄,,"215,019USD ","290,000,000원", 
포에버드림,,"587,586USD ","112,060,000원", 
컴플리트럭키,,"1,732,000USD ",,"117,800USD "
킹마운틴,,"1,083,533USD ","75,782,000원", 
피엔에스갬블,,"1,146,340USD ",,"59,439USD "
유로퀸,,"617,310USD ","58,220,000원", 
루비스타,,"3,084,278USD ","213,495,000원", 
피엔에스행복,,"51,475USD ","198,389,000원", 
피엔에스루체,,"578,302,000JPY ",,0
통일전사,,"3,084,278USD ",,"1,511USD "
아라선샤인,,"416,475,000JPY ","138,609,000원", 
뉴킹맨,,"769,964USD ",,0
스킬맥스,,"1,065,147USD ",,"1,410USD "
메니골드,,"1,732,000USD ",,"53,849USD "
더블에지,,"1,037,810USD ",,"54,493USD "
피엔에스헐,,"583,280USD ",,"18,828USD "
다크존,,"443,800USD ","168,830,000원", 
라온더와일드,,"1,083,533USD ","182,764,000원", 
브라이트해피,,"962,237USD ",,"53,880USD "
황금천지,,"114,300USD ","104,050,000원", 
매직그레이스,"824,725,000원", ,"390,020,000원", 
아마존킹,,"114,300USD ","17,730,000원", 
장군별,,"1,732,000USD ",,"130,602USD "
피엔에스아이,,"1,037,810USD ",,"58,200USD "
올가림,,"1,810,805USD ",,0
비트퀸,,"389,141USD ",,"41,475USD "
옐로우캣,"1,087,822,000원", ,"139,542,000원", 
컴플리트룰러,,"51,475USD ",,"21,540USD "
월드포스,,"835,140USD ",,"47,060USD "
클레어베스트,,"339,984USD ",,"91,267USD "
라온더특급,,"1,236,820USD ","184,260,000원", 
두손판타스틱,,"664,982USD ",,"9,050USD "
천둥오름,,"172,705,000JPY ",,"146,226USD "
벼락,,"416,475,000JPY ","256,236,000원", 
워프나인,,"58,610USD ","89,915,000원", 
케이엔언더킹,,"101,633USD ",,"1,600,000JPY "
질주에바다,,"1,083,533USD ",,330USD 
한강매직,,"770,496USD ",,"175,543USD "
금성크라운,,"617,310USD ",,"84,430USD "
퀸제니스,,"1,026,229USD ",, 
레전드삭스,,"1,037,810USD ",,0
더페이버릿,,"1,810,805USD ",,0
야무진갤러퍼,"1,220,375,000원", ,"155,200,000원", 
다프네,,"1,732,000USD ","80,090,000원", 
지스타,,"1,732,000USD ","126,511,000원", 
라온더스파크,,"1,236,820USD ","213,800,000원", 
럭센,"105,760,000원", ,, 
피엔에스땅콩,"357,500,000원", ,,"1,646,000JPY "
터프가이,,"1,732,000USD ","108,260,000원", 
대박스타,,"617,310USD ","8,400,000원", 
실버스타,,"583,280USD ",,"127,760USD "
멋진기록,,"1,779,012USD ","64,155,000원", 
골드윙,,"339,984USD ","46,200,000원", 
챔프스타일,,"583,280USD ","210,120,000원", 
보스베이비,,"339,984USD ","228,472,000원", 
비제이플래시,,"996,330USD ",,0
카우보이킹,,"1,037,810USD ",,"76,012USD "
리마커블,,"1,779,012USD ","85,430,000원", 
글로벌매직,,"1,037,810USD ",,"93,290USD "
제이트로스,,"1,037,810USD ",,"50,050USD "
라온더위켄드,,"114,300USD ",,"7,000,000JPY "
세인트루카,,"385,807USD ",,0
유레카,,"114,300USD ",,"389,618USD "
피엔에스빌,,"1,586,550USD ",, 
바로퀸,,"1,810,805USD ",, 
큐피드와우,,"443,800USD ","89,800,000원", 
벚꽃블레이드,,"617,310USD ","176,790,000원", 
문학스트롱,,"529,566USD ",,"118,360USD "
올포유어드림,,"278,406USD ","95,420,000원", 
럭키인디,,"443,800USD ","125,820,000원", 
참좋은친구,,"1,236,820USD ",,"12,553GBP "
골든스쿠프,,"669,260USD ",,"39,920USD "
바람살,,"3,407,245USD ",,"3,767USD "
선더플래시,,"114,300USD ","86,500,000원", 
캐시백,,"1,570,380USD ","76,500,000원", 
천마비상,,"2,075,791USD ",,"10,165USD "
노스몰선,,"1,037,810USD ","72,060,000원", 
퍼지데이,,"905,434USD ","137,150,000원", 
내맘의강물,,"1,570,380USD ",,"61,020USD "
라온더펄,,"254,672USD ",,"5,500,000JPY "
트리플런,,"583,280USD ",,"49,000USD "
농본파이터,,"587,586USD ","396,701,000원", 
미르베스트,,"568,629,000JPY ",0원, 
야무진왕초,,"443,800USD ",,0USD 
대천뷰티,,"339,984USD ",,"20,390USD "
희망챔프,,"101,633USD ","80,650,000원", 
새내파워풀,,"339,984USD ",,"13,752USD "
화수분,,"1,037,810USD ",, 
와일드러너,,"669,260USD ",,0
라온더아리아,,"1,236,820USD ",,"94,117USD "
랠리퀸,,"1,037,810USD ",,"19,031USD "
큐피드세이프,,"1,810,805USD ",,0
골든클래스,,"1,251,300USD ",, 
이천아치,,"832,744USD ","6,776,000원", 
라온더제트,,"1,236,820USD ",,"184,563USD "
코스모,,"583,280USD ","140,950,000원", 
원모어러시,,"1,037,810USD ",0원, 
푸른빛깔,,"1,037,810USD ",,0
로즈골드,,"3,187,232USD ","135,040,000원",0
용암보스,,"1,037,810USD ",,"17,700USD "
금성환희,,"1,083,533USD ","41,450,000원", 
스푸트니크,,"1,779,012USD ",0원, 
뉴스마트,,"377,241USD ",,"110,520USD "
다이아파워캣,,"274,382USD ","225,885,000원", 
피엔에스수,,"1,455,560USD ",,"33,335USD "
와일드삭스,,"1,810,805USD ","2,400,000원", 
정문스피드,"2,426,805,000원", ,,"79,798USD "
사려니로키,,"1,037,810USD ","150,728,000원", 
천스닥,,"339,984USD ","196,280,000원", 
메탈,,"1,779,012USD ",,"145,670USD "
희망가득,,"274,382USD ",,"114,760USD "
위너카이,,"587,586USD ","39,446,000원", 
적토성산,,"1,779,012USD ",,372USD 
서머에이스,,"3,084,278USD ",,400CAD 
골드카이저,,"1,103,496USD ","38,800,000원", 
라온더피버,,"1,236,820USD ",,0USD 
탭다운,,"734,254USD ",, 
햇무리,,"1,779,012USD ","189,800,000원", 
테스고대보,,"416,475,000JPY ",,0JPY 
두손드라이브,,"1,810,805USD ",,"29,660USD "
산소파워,,"1,037,810USD ",,0
아그리워,,"1,236,820USD ","246,720,000원", 
블랙마스크,,"1,146,340USD ",,0
퀸오브레이싱,,"1,037,810USD ",,"34,444USD "
다운더존,,"1,810,805USD ","22,904,000원", 
원더풀키티,,"617,310USD ",,"17,100AUD "
미라클케이,,"385,807USD ",0원, 
인디언선샤인,,"568,086USD ","77,664,000원", 
남산꽃,,"3,084,278USD ",,"20,205USD "
골든스타,,"3,084,278USD ","148,460,000원", 
골든스피드,,"1,779,012USD ","89,230,000원", 
퍼스트슈,"751,814,000원", ,,"262,002USD "
서니블레이드,,"385,807USD ",,"46,180USD "
은혜,,"1,732,000USD ",,"17,838USD "
플라잉센걸,,"1,146,340USD ",,"7,715USD "
광해,,"251,090USD ",,734USD 
문학스톰,,"1,783,110USD ",,"95,940USD "
알렉산더원,,"941,936USD ",,"4,459USD "
화랑투데이,,"1,037,810USD ",,0
은혜서브,,"1,146,340USD ","92,242,000원", 
매직러시,"824,725,000원", ,"184,550,000원", 
제이랩터,,"1,083,533USD ","77,120,000원", 
함평여왕,,"1,359,274USD ","274,440,000원", 
우뚝,,"101,633USD ","137,346,000원", 
거문,,"1,037,810USD ","1,000,000원", 
항구스타,,"416,475,000JPY ","98,521,000원", 
러너몬스터,,"274,382USD ","84,960,000원", 
방방뜨네,,"172,705,000JPY ",,"34,400USD "
뉴에이원,,"416,475,000JPY ",0원, 
특별,,"101,633USD ",,"183,403USD "
용호지마,,"1,103,496USD ",,"14,150USD "
메이블레이드,,"1,037,810USD ",,220USD 
그랜드파워,,"254,672USD ","174,340,000원", 
알사이먼,,"274,382USD ","4,592,000원", 
감곡선샤인,"1,220,375,000원", ,0원, 
스탠바이미,,"339,984USD ",,"2,340USD "
티케이존,,"996,330USD ",,"101,606USD "
거센광풍,,"1,037,810USD ",,"170,121USD "
바다의꿈,,"7,712,841USD ","78,600,000원", 
야무진독도,,"1,481,300USD ",,"20,130USD "
영웅루이스,,"623,000USD ",, 
대망의길,,"224,684USD ",,"127,862USD "
미스터어플릿,,"2,765,800USD ",,114USD 
헌치,,"1,146,340USD ",,"42,270USD "
브레이브킹덤,,"2,435,343USD ",,0
스마트프린스,,"11,470,635USD ",,"1,300,000JPY "
한강챔프,,"3,307,278USD ",,"47,597USD "
은혜드림,,"443,800USD ","124,220,000원", 
애국자달려,,"424,600USD ",,"66,462USD "
황우강자,,"1,810,805USD ","147,460,000원", 
베스트야,,"587,586USD ","45,600,000원", 
불의꽃,,"1,037,810USD ",,"62,433USD "
나의나라,,"1,037,810USD ","85,350,000원", 
시스터젬,,"1,046,381USD ",,"84,600USD "
글로벌프라임,,"1,732,000USD ",,"8,514USD "
빅스고,,"12,500USD ",0원, 
원평광야,,"443,800USD ","69,936,000원", 
베스트매드캠,,"3,084,278USD ",,"30,797USD "
스타프린세스,,"172,705,000JPY ","302,850,000원", 
네모프린세스,,"562,000USD ",,"94,630USD "
한강보스,,"1,037,810USD ",,"91,700USD "
천송이,,"114,300USD ","112,625,000원", 
피엔에스꼬미,"357,500,000원", ,"284,820,000원", 
하이파크,,"1,146,340USD ","34,500,000원", 
스타플라워,"1,861,967,000원", ,"66,436,000원", 
스카이송,,"254,672USD ",,0USD 
함평파이터,,"385,807USD ","33,600,000원", 
베스트플랜,,"190,838USD ",,0
월드레이서,,"835,140USD ",,"168,798USD "
남산호랑이,,"416,475,000JPY ",,"51,487,000JPY "
초원의힘,,"905,434USD ","520,022,000원", 
허니펀치,,"443,800USD ",,0
피엔에스린,,"1,037,810USD ",,"61,162USD "
케이엔월드,,"583,280USD ",,0
문학태핏,,"143,833USD ",,"38,280USD "
위너스맨,,"1,236,820USD ","372,614,000원", 
히트예감,,"1,103,496USD ",,0
미스터인디,"1,087,822,000원", ,,"34,340USD "
온누리질주,,"804,090USD ","135,836,000원", 
스카이모어,,"1,810,805USD ","716,613,000원","1,780USD "
월드체인지,,"1,037,810USD ","192,055,000원", 
킹골리앗,,"905,434USD ","76,958,000원", 
아치메모리,,"832,744USD ","15,449,000원",0
스마트별,"2,426,805,000원", ,"60,694,000원", 
허밍버드,,"1,037,810USD ",,"82,046USD "
동방의혼,,"3,084,278USD ","9,200,000원", 
논스톱알리,,"416,475,000JPY ",,"7,870USD "
피엔에스찬스,,"1,037,810USD ","511,781,000원", 
나올챔프,,"1,779,012USD ","51,491,000원", 
금아위티,,"905,434USD ","4,800,000원", 
백일홍,,"1,570,380USD ","115,766,000원", 
슈퍼아이,,"1,103,496USD ","415,593,000원", 
타이탄삭스,,"905,434USD ","9,426,000원", 
비크레이지,,"1,037,810USD ",,0
라온더골드,,"1,236,820USD ","186,740,000원",0원 
플라잉골드,,"1,037,810USD ","41,250,000원", 
장산포이즌,,"185,213USD ",,"24,100USD "
빅비트,,"339,984USD ","104,090,000원", 
생일선물,,"339,984USD ",,"226,990USD "
스마티대세,"603,215,000원", ,"191,740,000원", 
포에버칸,,"1,146,340USD ",,"105,004USD "
피엔에스골드,,"468,960USD ",,0
휘파람,,"172,705,000JPY ","190,561,000원", 
케이엔티즈원,,"254,672USD ",,"135,262USD "
쏘아라대로,"2,426,805,000원", ,,"207,440USD "
화랑스토리,,"1,103,496USD ",,"105,904USD "
프린스,,"2,765,800USD ",,0
글로리뷰,,"1,046,381USD ",, 
마바위,,"1,570,380USD ","194,840,000원", 
플라잉아테나,,"583,280USD ",,0USD 
라온더축제,,"1,732,000USD ",, 
비트업,,"1,146,340USD ","75,240,000원", 
루나실버,,"274,382USD ",,"40,150USD "
원스피어,,"443,800USD ",,0
원평퀸,,"1,103,496USD ",,"28,755USD "
이글포인트,,"669,260USD ","59,667,000원", 
터치나인,,"770,496USD ",,"54,210USD "
건곤일척,,"443,800USD ","113,500,000원", 
큐피드보우,,"491,312USD ",0원, 
굿니센,,"1,810,805USD ",,0
골든선더,,"114,300USD ",,0
유로강자,,"617,310USD ","21,920,000원", 
선더누리,,"114,300USD ","128,165,000원", 
테이크머니,,"1,103,496USD ",,"17,802USD "
뉴청파,,"1,146,340USD ","17,803,000원", 
무야호,,"1,103,496USD ","508,055,000원", 
큐피드점보,,"1,037,810USD ","89,230,000원", 
캠프세이버,,"339,984USD ","135,050,000원", 
선더여왕,,"254,672USD ","163,874,000원", 
질주의칸,,"1,037,810USD ","263,244,000원", 
시선평정,"46,240,000원", ,"227,120,000원", 
백승,,"254,672USD ",,"4,005USD "
런던스카이,,"669,260USD ","262,056,000원", 
송암레전드,,"1,359,274USD ",,"5,930USD "
레이볼트,,"1,732,000USD ",,0
우청륭,,"1,779,012USD ","323,250,000원", 
판타스틱맨,,"172,705,000JPY ",,"55,565USD "
히든챔프,,"1,570,380USD ",,"54,248USD "
스피드퓨리,,"456,410USD ",,"58,695USD "
라피도맨,,"416,475,000JPY ","370,281,000원", 
석세스파티,,"3,084,278USD ",,"76,106USD "
스카이팡팡,,"1,779,012USD ","72,166,000원", 
아치참,,"1,146,340USD ",,"30,540USD "
천은총,,"114,300USD ",,"34,008USD "
차돌런,,"705,100USD ",,"11,164USD "
슈발도리앙,,"1,103,496USD ",0원, 
주얼리베스트,,"443,800USD ","238,350,000원", 
흥행대박,,"430,400USD ",,"4,010USD "
기쁨환희,,"416,475,000JPY ","209,258,000원", 
헤라블레이드,,"905,434USD ","105,401,000원", 
글로벌퍼스트,,"1,146,340USD ","6,200,000원", 
파워케이,,"443,800USD ","133,470,000원", 
라이징호크,,"1,732,000USD ","213,206,000원", 
나올에이스,,"1,810,805USD ",,"179,268USD "
베스트전사,,"669,260USD ","22,400,000원", 
디바인퓨처즈,,"612,935USD ",,"31,270USD "
용천지상,,"114,300USD ","115,547,000원", 
행덕,,"3,084,278USD ",0원, 
스타룰러,,"3,545,062USD ",,"6,800,000JPY "
티즈바로우즈,,"1,359,274USD ",,"232,267USD "
피엔에스더킹,,"1,732,000USD ",,"4,005USD "
미라클도터,,"3,084,278USD ","414,844,000원", 
새내포레스트,,"1,732,000USD ",,"270,360USD "
갤럭시로드,,"835,140USD ",,"116,400USD "
백두걸,,"1,810,805USD ","205,168,000원", 
클레어포인트,,"669,260USD ","101,000,000원", 
우주의봄,,"1,810,805USD ","96,479,000원", 
리버태양,,"1,732,000USD ","32,400,000원", 
아치리버,,"832,744USD ",,"58,090USD "
떠오르다,,"1,732,000USD ",,"148,430USD "
모닝파이브,,"215,019USD ",,"6,866USD "
남촌의강호,,"1,779,012USD ","96,600,000원", 
연희사랑,,"339,984USD ",,"12,350USD "
챔피언함성,,"443,800USD ",,"23,991USD "
그레이트제니,"451,805,000원", ,, 
한라의원석,,"3,084,278USD ","36,766,000원","19,350USD "
은성마루,,"1,732,000USD ",,880USD 
제이피닉스,,"583,280USD ","51,200,000원", 
해피믹스,,"2,983,350USD ",,"3,618USD "
웰빙챔피언,,"1,779,012USD ","19,584,000원", 
톱포지션,,"1,037,810USD ",,0
원더풀섀도우,,"583,280USD ","228,290,000원", 
불의신화,,"51,475USD ","125,239,000원", 
너울이,,"51,475USD ","244,500,000원", 
어메이징나우,,"669,260USD ","177,650,000원", 
퍼펙트타임,,"583,280USD ","81,190,000원", 
미르파워,,"416,475,000JPY ","24,600,000원", 
아델퓨펄,,"210,553USD ",,"204,280USD "
해운대바다,,"1,779,012USD ",,"54,248USD "
나올영웅,,"669,260USD ",,"12,300USD "
